label,template_pos,template_neg,label_string,prompt_pos,prompt_neg,auc_select,auc_confirm,is_baseline
Cardiomegaly,{} is present,{} is absent,enlarged heart,enlarged heart is present,enlarged heart is absent,0.6048364645974178,0.5919170189513128,False
Cardiomegaly,{} is present,{} is absent,a chest x-ray with cardiomegaly,a chest x-ray with cardiomegaly is present,a chest x-ray with cardiomegaly is absent,0.7570445349170183,0.7498418722327641,False
Cardiomegaly,{} is present,{} is absent,enlarged cardiac silhouette,enlarged cardiac silhouette is present,enlarged cardiac silhouette is absent,0.7417836377444939,0.7186526713584576,False
Effusion,{},no {},Effusion,Effusion,no Effusion,0.8519329657788828,0.8574899045908997,True
Effusion,{},no {},pleural effusion,pleural effusion,no pleural effusion,0.8546662494063174,0.8616569190000906,False
Effusion,{},no {},Pleural Effusion,Pleural Effusion,no Pleural Effusion,0.8546662494063174,0.8616569190000906,False
Effusion,{},no {},a chest x-ray with pleural effusion,a chest x-ray with pleural effusion,no a chest x-ray with pleural effusion,0.7928784282167985,0.7977934177005352,False
Effusion,{},no {},fluid in the pleural space,fluid in the pleural space,no fluid in the pleural space,0.822631723035271,0.8239749666596488,False
Effusion,a chest x-ray with {},a chest x-ray with no {},Effusion,a chest x-ray with Effusion,a chest x-ray with no Effusion,0.856960460255471,0.8607179283223377,False
Effusion,a chest x-ray with {},a chest x-ray with no {},pleural effusion,a chest x-ray with pleural effusion,a chest x-ray with no pleural effusion,0.854525099556012,0.8595690900571282,False
Effusion,a chest x-ray with {},a chest x-ray with no {},Pleural Effusion,a chest x-ray with Pleural Effusion,a chest x-ray with no Pleural Effusion,0.854525099556012,0.8595690900571282,False
Effusion,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with pleural effusion,a chest x-ray with a chest x-ray with pleural effusion,a chest x-ray with no a chest x-ray with pleural effusion,0.835750186517299,0.8378752800114391,False
Effusion,a chest x-ray with {},a chest x-ray with no {},fluid in the pleural space,a chest x-ray with fluid in the pleural space,a chest x-ray with no fluid in the pleural space,0.8446939433795011,0.846328199566086,False
Effusion,findings consistent with {},no evidence of {},Effusion,findings consistent with Effusion,no evidence of Effusion,0.8350399305655705,0.8417512782900707,False
Effusion,findings consistent with {},no evidence of {},pleural effusion,findings consistent with pleural effusion,no evidence of pleural effusion,0.8346999451023825,0.8406369566902285,False
Effusion,findings consistent with {},no evidence of {},Pleural Effusion,findings consistent with Pleural Effusion,no evidence of Pleural Effusion,0.8346999451023825,0.8406369566902285,False
Effusion,findings consistent with {},no evidence of {},a chest x-ray with pleural effusion,findings consistent with a chest x-ray with pleural effusion,no evidence of a chest x-ray with pleural effusion,0.7630612584341392,0.7625094863588192,False
Effusion,findings consistent with {},no evidence of {},fluid in the pleural space,findings consistent with fluid in the pleural space,no evidence of fluid in the pleural space,0.81358262956703,0.81570281597603,False
Effusion,there is {},there is no {},Effusion,there is Effusion,there is no Effusion,0.8475431393361137,0.8532349098920412,False
Effusion,there is {},there is no {},pleural effusion,there is pleural effusion,there is no pleural effusion,0.850469429910837,0.8560391742972538,False
Effusion,there is {},there is no {},Pleural Effusion,there is Pleural Effusion,there is no Pleural Effusion,0.850469309732165,0.8560392315388216,False
Effusion,there is {},there is no {},a chest x-ray with pleural effusion,there is a chest x-ray with pleural effusion,there is no a chest x-ray with pleural effusion,0.7811612480507019,0.79149518524001,False
Effusion,there is {},there is no {},fluid in the pleural space,there is fluid in the pleural space,there is no fluid in the pleural space,0.8353593053865043,0.8372775063191829,False
Effusion,{} is present,{} is absent,Effusion,Effusion is present,Effusion is absent,0.7934974685564522,0.7962872775692849,False
Effusion,{} is present,{} is absent,pleural effusion,pleural effusion is present,pleural effusion is absent,0.7900882399881552,0.7970844808836632,False
Effusion,{} is present,{} is absent,Pleural Effusion,Pleural Effusion is present,Pleural Effusion is absent,0.7900882399881552,0.7970844808836632,False
Effusion,{} is present,{} is absent,a chest x-ray with pleural effusion,a chest x-ray with pleural effusion is present,a chest x-ray with pleural effusion is absent,0.7799406533681755,0.7875262266553145,False
Effusion,{} is present,{} is absent,fluid in the pleural space,fluid in the pleural space is present,fluid in the pleural space is absent,0.775113076112518,0.7754923891039072,False
Infiltration,{},no {},Infiltration,Infiltration,no Infiltration,0.6418093665064335,0.6640786717783521,True
Infiltration,{},no {},infiltrate,infiltrate,no infiltrate,0.6464508183027062,0.6705740317685004,False
Infiltration,{},no {},pulmonary infiltrate,pulmonary infiltrate,no pulmonary infiltrate,0.6355229812732354,0.6553451976651149,False
Infiltration,{},no {},a chest x-ray with pulmonary infiltrate,a chest x-ray with pulmonary infiltrate,no a chest x-ray with pulmonary infiltrate,0.6312554416552684,0.646072543582128,False
Infiltration,{},no {},airspace opacity,airspace opacity,no airspace opacity,0.6420266506976864,0.6688809735595742,False
Infiltration,a chest x-ray with {},a chest x-ray with no {},Infiltration,a chest x-ray with Infiltration,a chest x-ray with no Infiltration,0.6440351393403321,0.6621881487332292,False
Infiltration,a chest x-ray with {},a chest x-ray with no {},infiltrate,a chest x-ray with infiltrate,a chest x-ray with no infiltrate,0.6391325560057537,0.6586502508779986,False
Infiltration,a chest x-ray with {},a chest x-ray with no {},pulmonary infiltrate,a chest x-ray with pulmonary infiltrate,a chest x-ray with no pulmonary infiltrate,0.6388667553404624,0.654217968075249,False
Infiltration,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with pulmonary infiltrate,a chest x-ray with a chest x-ray with pulmonary infiltrate,a chest x-ray with no a chest x-ray with pulmonary infiltrate,0.6453507719849665,0.6591946860938079,False
Infiltration,a chest x-ray with {},a chest x-ray with no {},airspace opacity,a chest x-ray with airspace opacity,a chest x-ray with no airspace opacity,0.6415846966052221,0.6592769493155931,False
Infiltration,findings consistent with {},no evidence of {},Infiltration,findings consistent with Infiltration,no evidence of Infiltration,0.6426285011660933,0.6630877889268076,False
Infiltration,findings consistent with {},no evidence of {},infiltrate,findings consistent with infiltrate,no evidence of infiltrate,0.6530430313534423,0.6735353836131,False
Infiltration,findings consistent with {},no evidence of {},pulmonary infiltrate,findings consistent with pulmonary infiltrate,no evidence of pulmonary infiltrate,0.6433508151107211,0.6628651237374581,False
Infiltration,findings consistent with {},no evidence of {},a chest x-ray with pulmonary infiltrate,findings consistent with a chest x-ray with pulmonary infiltrate,no evidence of a chest x-ray with pulmonary infiltrate,0.6439898912551836,0.6657830680772023,False
Infiltration,findings consistent with {},no evidence of {},airspace opacity,findings consistent with airspace opacity,no evidence of airspace opacity,0.6342469088681493,0.6551325877890923,False
Infiltration,there is {},there is no {},Infiltration,there is Infiltration,there is no Infiltration,0.6382782755538772,0.6564575304944964,False
Infiltration,there is {},there is no {},infiltrate,there is infiltrate,there is no infiltrate,0.6437471815451653,0.6629586836692773,False
Infiltration,there is {},there is no {},pulmonary infiltrate,there is pulmonary infiltrate,there is no pulmonary infiltrate,0.6387972277949903,0.6584044129501181,False
Infiltration,there is {},there is no {},a chest x-ray with pulmonary infiltrate,there is a chest x-ray with pulmonary infiltrate,there is no a chest x-ray with pulmonary infiltrate,0.6049950405382094,0.6216754982387064,False
Infiltration,there is {},there is no {},airspace opacity,there is airspace opacity,there is no airspace opacity,0.6359201117466405,0.6590345459186021,False
Infiltration,{} is present,{} is absent,Infiltration,Infiltration is present,Infiltration is absent,0.6004490087188731,0.6153463612676283,False
Infiltration,{} is present,{} is absent,infiltrate,infiltrate is present,infiltrate is absent,0.5926056394225088,0.6098946434890729,False
Infiltration,{} is present,{} is absent,pulmonary infiltrate,pulmonary infiltrate is present,pulmonary infiltrate is absent,0.5482986380411263,0.5563074787365296,False
Infiltration,{} is present,{} is absent,a chest x-ray with pulmonary infiltrate,a chest x-ray with pulmonary infiltrate is present,a chest x-ray with pulmonary infiltrate is absent,0.5958087454276513,0.6107875801404334,False
Infiltration,{} is present,{} is absent,airspace opacity,airspace opacity is present,airspace opacity is absent,0.5799860503464322,0.599421682930067,False
Mass,{},no {},Mass,Mass,no Mass,0.7384159577978417,0.7472794907677615,True
Mass,{},no {},mass,mass,no mass,0.7384159577978417,0.7472794907677615,False
Mass,{},no {},lung mass,lung mass,no lung mass,0.7163565150578137,0.7162906397569905,False
Mass,{},no {},a chest x-ray with a lung mass,a chest x-ray with a lung mass,no a chest x-ray with a lung mass,0.6636252855223757,0.6687981398454219,False
Mass,{},no {},pulmonary mass,pulmonary mass,no pulmonary mass,0.7189831192790259,0.7220432407456536,False
Mass,a chest x-ray with {},a chest x-ray with no {},Mass,a chest x-ray with Mass,a chest x-ray with no Mass,0.7203693068397985,0.7240265913231106,False
Mass,a chest x-ray with {},a chest x-ray with no {},mass,a chest x-ray with mass,a chest x-ray with no mass,0.7203693068397985,0.7240265913231106,False
Mass,a chest x-ray with {},a chest x-ray with no {},lung mass,a chest x-ray with lung mass,a chest x-ray with no lung mass,0.7246932109664315,0.7177329006826905,False
Mass,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with a lung mass,a chest x-ray with a chest x-ray with a lung mass,a chest x-ray with no a chest x-ray with a lung mass,0.6387399748405831,0.628762618055924,False
Mass,a chest x-ray with {},a chest x-ray with no {},pulmonary mass,a chest x-ray with pulmonary mass,a chest x-ray with no pulmonary mass,0.69614808995049,0.6900258219698979,False
Mass,findings consistent with {},no evidence of {},Mass,findings consistent with Mass,no evidence of Mass,0.7368431977177662,0.7378287990131055,False
Mass,findings consistent with {},no evidence of {},mass,findings consistent with mass,no evidence of mass,0.7368431977177662,0.7378287990131055,False
Mass,findings consistent with {},no evidence of {},lung mass,findings consistent with lung mass,no evidence of lung mass,0.723105150279242,0.7205263658230312,False
Mass,findings consistent with {},no evidence of {},a chest x-ray with a lung mass,findings consistent with a chest x-ray with a lung mass,no evidence of a chest x-ray with a lung mass,0.7013381982147394,0.697540004156276,False
Mass,findings consistent with {},no evidence of {},pulmonary mass,findings consistent with pulmonary mass,no evidence of pulmonary mass,0.7361163595751793,0.7320958187421517,False
Mass,there is {},there is no {},Mass,there is Mass,there is no Mass,0.7128061811606117,0.7217411922321855,False
Mass,there is {},there is no {},mass,there is mass,there is no mass,0.7128060625512541,0.7217413304062539,False
Mass,there is {},there is no {},lung mass,there is lung mass,there is no lung mass,0.7192331478045764,0.7210011319219681,False
Mass,there is {},there is no {},a chest x-ray with a lung mass,there is a chest x-ray with a lung mass,there is no a chest x-ray with a lung mass,0.6758635176356695,0.660624038308484,False
Mass,there is {},there is no {},pulmonary mass,there is pulmonary mass,there is no pulmonary mass,0.7057065808504245,0.7073013112166393,False
Mass,{} is present,{} is absent,Mass,Mass is present,Mass is absent,0.7328770194132679,0.7429521552943881,False
Mass,{} is present,{} is absent,mass,mass is present,mass is absent,0.7328770194132679,0.7429521552943881,False
Mass,{} is present,{} is absent,lung mass,lung mass is present,lung mass is absent,0.6867544660574416,0.684889477326188,False
Mass,{} is present,{} is absent,a chest x-ray with a lung mass,a chest x-ray with a lung mass is present,a chest x-ray with a lung mass is absent,0.5851243939358356,0.5807838835977432,False
Mass,{} is present,{} is absent,pulmonary mass,pulmonary mass is present,pulmonary mass is absent,0.708713209452976,0.7138095861852461,False
Nodule,{},no {},Nodule,Nodule,no Nodule,0.5216486842948864,0.532921409037932,True
Nodule,{},no {},nodule,nodule,no nodule,0.5216486842948864,0.532921409037932,False
Nodule,{},no {},pulmonary nodule,pulmonary nodule,no pulmonary nodule,0.5914944408409388,0.5964111336882477,False
Nodule,{},no {},a chest x-ray with a nodule,a chest x-ray with a nodule,no a chest x-ray with a nodule,0.6105080096353761,0.630910850389553,False
Nodule,{},no {},small nodular opacity,small nodular opacity,no small nodular opacity,0.5528859083873234,0.556328777895607,False
Nodule,a chest x-ray with {},a chest x-ray with no {},Nodule,a chest x-ray with Nodule,a chest x-ray with no Nodule,0.580543068182859,0.5931890197825526,False
Nodule,a chest x-ray with {},a chest x-ray with no {},nodule,a chest x-ray with nodule,a chest x-ray with no nodule,0.580543068182859,0.5931890197825526,False
Nodule,a chest x-ray with {},a chest x-ray with no {},pulmonary nodule,a chest x-ray with pulmonary nodule,a chest x-ray with no pulmonary nodule,0.6251945268532404,0.6428532924976283,False
Nodule,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with a nodule,a chest x-ray with a chest x-ray with a nodule,a chest x-ray with no a chest x-ray with a nodule,0.5659284707379156,0.5865861486657216,False
Nodule,a chest x-ray with {},a chest x-ray with no {},small nodular opacity,a chest x-ray with small nodular opacity,a chest x-ray with no small nodular opacity,0.6355846963049682,0.6598217844111797,False
Nodule,findings consistent with {},no evidence of {},Nodule,findings consistent with Nodule,no evidence of Nodule,0.6286238822772194,0.6533182016091842,False
Nodule,findings consistent with {},no evidence of {},nodule,findings consistent with nodule,no evidence of nodule,0.6286238822772194,0.6533182016091842,False
Nodule,findings consistent with {},no evidence of {},pulmonary nodule,findings consistent with pulmonary nodule,no evidence of pulmonary nodule,0.6190482484881236,0.6341128489979312,False
Nodule,findings consistent with {},no evidence of {},a chest x-ray with a nodule,findings consistent with a chest x-ray with a nodule,no evidence of a chest x-ray with a nodule,0.5766824022827814,0.5819256423666608,False
Nodule,findings consistent with {},no evidence of {},small nodular opacity,findings consistent with small nodular opacity,no evidence of small nodular opacity,0.6200270235164127,0.6374255312866199,False
Nodule,there is {},there is no {},Nodule,there is Nodule,there is no Nodule,0.5580605932933719,0.5758700460630399,False
Nodule,there is {},there is no {},nodule,there is nodule,there is no nodule,0.5580606973740853,0.5758701451531746,False
Nodule,there is {},there is no {},pulmonary nodule,there is pulmonary nodule,there is no pulmonary nodule,0.6143937589873696,0.6195475901180183,False
Nodule,there is {},there is no {},a chest x-ray with a nodule,there is a chest x-ray with a nodule,there is no a chest x-ray with a nodule,0.5372291507596643,0.5561089959771387,False
Nodule,there is {},there is no {},small nodular opacity,there is small nodular opacity,there is no small nodular opacity,0.5728082058899692,0.5561698373197624,False
Nodule,{} is present,{} is absent,Nodule,Nodule is present,Nodule is absent,0.5516927270895452,0.577044165067517,False
Nodule,{} is present,{} is absent,nodule,nodule is present,nodule is absent,0.5516927270895452,0.577044165067517,False
Nodule,{} is present,{} is absent,pulmonary nodule,pulmonary nodule is present,pulmonary nodule is absent,0.5325549900040883,0.5450484560667044,False
Nodule,{} is present,{} is absent,a chest x-ray with a nodule,a chest x-ray with a nodule is present,a chest x-ray with a nodule is absent,0.48039129768666045,0.4947375211334485,False
Nodule,{} is present,{} is absent,small nodular opacity,small nodular opacity is present,small nodular opacity is absent,0.4748401528404459,0.46797129398437665,False
Pneumonia,{},no {},Pneumonia,Pneumonia,no Pneumonia,0.689512838057865,0.6790378186080839,True
Pneumonia,{},no {},pneumonia,pneumonia,no pneumonia,0.689512838057865,0.6790378186080839,False
Pneumonia,{},no {},a chest x-ray with pneumonia,a chest x-ray with pneumonia,no a chest x-ray with pneumonia,0.6909689446370348,0.6779092348871246,False
Pneumonia,{},no {},infectious consolidation,infectious consolidation,no infectious consolidation,0.682066393513576,0.6593462717058222,False
Pneumonia,{},no {},focal pneumonia,focal pneumonia,no focal pneumonia,0.6702057716643515,0.699933339304076,False
Pneumonia,a chest x-ray with {},a chest x-ray with no {},Pneumonia,a chest x-ray with Pneumonia,a chest x-ray with no Pneumonia,0.6948158277651599,0.6835192766180808,False
Pneumonia,a chest x-ray with {},a chest x-ray with no {},pneumonia,a chest x-ray with pneumonia,a chest x-ray with no pneumonia,0.6948158277651599,0.6835192766180808,False
Pneumonia,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with pneumonia,a chest x-ray with a chest x-ray with pneumonia,a chest x-ray with no a chest x-ray with pneumonia,0.6872436613506239,0.7034613679727099,False
Pneumonia,a chest x-ray with {},a chest x-ray with no {},infectious consolidation,a chest x-ray with infectious consolidation,a chest x-ray with no infectious consolidation,0.6927888202342136,0.6745801679894885,False
Pneumonia,a chest x-ray with {},a chest x-ray with no {},focal pneumonia,a chest x-ray with focal pneumonia,a chest x-ray with no focal pneumonia,0.664254077716726,0.7062111216795774,False
Pneumonia,findings consistent with {},no evidence of {},Pneumonia,findings consistent with Pneumonia,no evidence of Pneumonia,0.6805618530991472,0.6622337681772268,False
Pneumonia,findings consistent with {},no evidence of {},pneumonia,findings consistent with pneumonia,no evidence of pneumonia,0.6805618530991472,0.6622337681772268,False
Pneumonia,findings consistent with {},no evidence of {},a chest x-ray with pneumonia,findings consistent with a chest x-ray with pneumonia,no evidence of a chest x-ray with pneumonia,0.6163607434490662,0.6419339991089233,False
Pneumonia,findings consistent with {},no evidence of {},infectious consolidation,findings consistent with infectious consolidation,no evidence of infectious consolidation,0.6789351975894377,0.6544680238391345,False
Pneumonia,findings consistent with {},no evidence of {},focal pneumonia,findings consistent with focal pneumonia,no evidence of focal pneumonia,0.6875682710975726,0.6868693166938562,False
Pneumonia,there is {},there is no {},Pneumonia,there is Pneumonia,there is no Pneumonia,0.682387911739125,0.673107510778513,False
Pneumonia,there is {},there is no {},pneumonia,there is pneumonia,there is no pneumonia,0.682387911739125,0.673107510778513,False
Pneumonia,there is {},there is no {},a chest x-ray with pneumonia,there is a chest x-ray with pneumonia,there is no a chest x-ray with pneumonia,0.6161396996690012,0.6502291744843716,False
Pneumonia,there is {},there is no {},infectious consolidation,there is infectious consolidation,there is no infectious consolidation,0.6682055573188677,0.6474947255291192,False
Pneumonia,there is {},there is no {},focal pneumonia,there is focal pneumonia,there is no focal pneumonia,0.661713877633461,0.6921165791272664,False
Pneumonia,{} is present,{} is absent,Pneumonia,Pneumonia is present,Pneumonia is absent,0.6444384560529929,0.6301181640193225,False
Pneumonia,{} is present,{} is absent,pneumonia,pneumonia is present,pneumonia is absent,0.6444384560529929,0.6301181640193225,False
Pneumonia,{} is present,{} is absent,a chest x-ray with pneumonia,a chest x-ray with pneumonia is present,a chest x-ray with pneumonia is absent,0.6423053062873301,0.6203542993314657,False
Pneumonia,{} is present,{} is absent,infectious consolidation,infectious consolidation is present,infectious consolidation is absent,0.6242333026929212,0.6060171481239209,False
Pneumonia,{} is present,{} is absent,focal pneumonia,focal pneumonia is present,focal pneumonia is absent,0.6516483992102193,0.6445709511279601,False
Pneumothorax,{},no {},Pneumothorax,Pneumothorax,no Pneumothorax,0.7022883980739112,0.7128209833872005,True
Pneumothorax,{},no {},pneumothorax,pneumothorax,no pneumothorax,0.7022883980739112,0.7128209833872005,False
Pneumothorax,{},no {},a chest x-ray with pneumothorax,a chest x-ray with pneumothorax,no a chest x-ray with pneumothorax,0.6693765973502414,0.6763721514005177,False
Pneumothorax,{},no {},collapsed lung,collapsed lung,no collapsed lung,0.6462419302340178,0.6391668345347378,False
Pneumothorax,{},no {},air in the pleural space,air in the pleural space,no air in the pleural space,0.6833181534886639,0.6942760693583303,False
Pneumothorax,a chest x-ray with {},a chest x-ray with no {},Pneumothorax,a chest x-ray with Pneumothorax,a chest x-ray with no Pneumothorax,0.7235184690542811,0.7332686419013972,False
Pneumothorax,a chest x-ray with {},a chest x-ray with no {},pneumothorax,a chest x-ray with pneumothorax,a chest x-ray with no pneumothorax,0.7235184690542811,0.7332686419013972,False
Pneumothorax,a chest x-ray with {},a chest x-ray with no {},a chest x-ray with pneumothorax,a chest x-ray with a chest x-ray with pneumothorax,a chest x-ray with no a chest x-ray with pneumothorax,0.7343049163721922,0.7341084247426142,False
Pneumothorax,a chest x-ray with {},a chest x-ray with no {},collapsed lung,a chest x-ray with collapsed lung,a chest x-ray with no collapsed lung,0.678167223504238,0.6949321652591745,False
Pneumothorax,a chest x-ray with {},a chest x-ray with no {},air in the pleural space,a chest x-ray with air in the pleural space,a chest x-ray with no air in the pleural space,0.6993483978695672,0.7146009380478874,False
Pneumothorax,findings consistent with {},no evidence of {},Pneumothorax,findings consistent with Pneumothorax,no evidence of Pneumothorax,0.7404746474700017,0.7482991120304493,False
Pneumothorax,findings consistent with {},no evidence of {},pneumothorax,findings consistent with pneumothorax,no evidence of pneumothorax,0.7404746474700017,0.7482991120304493,False
Pneumothorax,findings consistent with {},no evidence of {},a chest x-ray with pneumothorax,findings consistent with a chest x-ray with pneumothorax,no evidence of a chest x-ray with pneumothorax,0.6441335373854762,0.6745160338621151,False
Pneumothorax,findings consistent with {},no evidence of {},collapsed lung,findings consistent with collapsed lung,no evidence of collapsed lung,0.6291089577139154,0.645193657805998,False
Pneumothorax,findings consistent with {},no evidence of {},air in the pleural space,findings consistent with air in the pleural space,no evidence of air in the pleural space,0.7127646802964156,0.7313509635184794,False
Pneumothorax,there is {},there is no {},Pneumothorax,there is Pneumothorax,there is no Pneumothorax,0.727697305139691,0.7345819952284538,False
